# File Name: D:\q37_U64_16s_Phagemid.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 3 System
# Block Type: 96-Well 0.1-mL Block
# Instrument Name: QS3RTPCR_Stadler
# Instrument Serial Number: 272310264
# Heated Cover Serial Number:
# Block serial number: 38161665
# Run Start Date/Time: 2024-07-16 04:10:29 PM CDT
# Run End Data/Time: 2024-07-16 05:00:04 PM CDT
# Run Duration: 49 minutes 35 seconds
# Sample Volume: 10.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2024-07-16 05:14:20 PM CDT
# Software Name and Version: Design & Analysis Software v2.7.0
# Plugin Name and Version: Primary Analysis v1.8.0, Standard Curve v1.7.0
# Reduce dye signal crosstalk by algorithm: No (Default)
# Exported On: 2024-07-16 05:15:22 PM CDT
"Well","Well Position","Omit","Sample","Target","Task","Reporter","Quencher","Amp Status","Amp Score","Curve Quality","Result Quality Issues","Cq","Cq Confidence","Cq Mean","Cq SD","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End"
"75","G3","FALSE","Pa - 70","RAM","UNKNOWN","FAM","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","TRUE","0.03999999910593033","TRUE","3","39"
"76","G4","FALSE","ntc","BeforeSplice","UNKNOWN","VIC","NFQ-MGB","AMP","1.2636458272510767","","","17.76556168932934","0.9780058663997387","17.76556168932934","","FALSE","0.1111323","TRUE","3","13"
"76","G4","FALSE","ntc","RAM","UNKNOWN","FAM","NFQ-MGB","AMP","1.0100569515987177","","","30.136129819426927","0.9344576887592052","30.136129819426927","","TRUE","0.03999999910593033","TRUE","3","27"
"79","G7","FALSE","Pa - 70","16s","UNKNOWN","SYBR","None","AMP","1.2734150346971347","","","7.81617867212281","0.9937671993414253","6.978338807114912","0.7842474771034891","FALSE","0.09808","TRUE","3","4"
"80","G8","FALSE","Pa - 70","16s","UNKNOWN","SYBR","None","AMP","1.2683418181541577","","","6.857013188729756","0.9914424441381419","6.978338807114912","0.7842474771034891","FALSE","0.09808","TRUE","3","3"
"81","G9","FALSE","Pa - 70","16s","UNKNOWN","SYBR","None","AMP","1.2689996975268931","","","6.261824560492171","0.9866915164311492","6.978338807114912","0.7842474771034891","FALSE","0.09808","TRUE","3","3"
"82","G10","FALSE","ntc","16s","UNKNOWN","SYBR","None","AMP","1.2560299058391302","","","9.68107887367611","0.9682423852732763","17.111368025381648","6.434834430351692","FALSE","0.09808","TRUE","3","6"
"85","H1","FALSE","Sf - 70","BeforeSplice","UNKNOWN","VIC","NFQ-MGB","AMP","1.2485181218152432","","","17.890574404648085","0.9814264136349388","18.525975940619837","0.8537290801721609","FALSE","0.1111323","TRUE","3","13"
"85","H1","FALSE","Sf - 70","RAM","UNKNOWN","FAM","NFQ-MGB","AMP","1.0108718000651908","","","30.70246408920339","0.9753944952859293","31.502191942256804","1.68243729350939","TRUE","0.03999999910593033","TRUE","3","27"
"86","H2","FALSE","Sf - 70","BeforeSplice","UNKNOWN","VIC","NFQ-MGB","AMP","1.2623292407605493","","","18.19095011316535","0.9817109414628696","18.525975940619837","0.8537290801721609","FALSE","0.1111323","TRUE","3","14"
"86","H2","FALSE","Sf - 70","RAM","UNKNOWN","FAM","NFQ-MGB","AMP","1.0121215111367765","","","30.368784279214637","0.9848999349313224","31.502191942256804","1.68243729350939","TRUE","0.03999999910593033","TRUE","3","26"
"87","H3","FALSE","Sf - 70","BeforeSplice","UNKNOWN","VIC","NFQ-MGB","AMP","1.2721368538690652","","","19.496403304046076","0.9826045154313129","18.525975940619837","0.8537290801721609","FALSE","0.1111323","TRUE","3","15"
"87","H3","FALSE","Sf - 70","RAM","UNKNOWN","FAM","NFQ-MGB","AMP","0.9947165830461292","","","33.43532745835239","0.9578414329828318","31.502191942256804","1.68243729350939","TRUE","0.03999999910593033","TRUE","3","30"
"88","H4","FALSE","ntc","BeforeSplice","UNKNOWN","VIC","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","FALSE","0.1111323","TRUE","3","39"
"88","H4","FALSE","ntc","RAM","UNKNOWN","FAM","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","TRUE","0.03999999910593033","TRUE","3","39"
"91","H7","FALSE","Sf - 70","16s","UNKNOWN","SYBR","None","AMP","1.2600208090434792","","","9.085470395918975","0.9535888181426193","9.311853060553199","0.6951813656958252","FALSE","0.09808","TRUE","3","5"
"92","H8","FALSE","Sf - 70","16s","UNKNOWN","SYBR","None","AMP","1.2578788789025293","","","8.758080902058733","0.9459327272736753","9.311853060553199","0.6951813656958252","FALSE","0.09808","TRUE","3","5"
"93","H9","FALSE","Sf - 70","16s","UNKNOWN","SYBR","None","AMP","1.2547577520398605","","","10.092007883681887","0.9546637268427017","9.311853060553199","0.6951813656958252","FALSE","0.09808","TRUE","3","6"
"94","H10","FALSE","ntc","16s","UNKNOWN","SYBR","None","AMP","1.2633058988086632","","","20.840530003804297","0.9876542385903666","17.111368025381648","6.434834430351692","FALSE","0.09808","TRUE","3","16"
